UPLINK: CDN - Lawrence Apts High Rise,,,tx,18553342,12987857,9963043,7308068,6070355,5482256,4804126,5717256,5147752,6259919,8053777,12210826,11490098,10620394,8541804,10938966,14781177,32141358,28635645,12013424,16537952,31350054,28729867,26622534,14754163,14960463,12587154,7101566,5832896,6184770,7325832
UPLINK: CDN - Spelman Hall,,,tx,7245987,4511261,3638068,1399577,1062864,1033661,576975,1602880,1249351,1298164,2821089,5716893,5938542,5718555,5455369,6204567,5602360,6937826,4265764,4790559,5023630,7181476,7697958,17168579,9071491,6703548,6498957,3317822,1343931,1181640,1208998
UPLINK: CDN - Campbell Hall / Joline Hall,,,tx,1618747,2963619,1361444,611817,550534,607601,282357,328511,280755,549479,823383,744682,1971522,946391,1548124,4358701,2866740,1797332,2366972,3878465,4488975,4882363,7081841,3820561,4633862,4497983,2597543,1384421,770017,3394665,801667
UPLINK: CDN - Edwards Hall,,,tx,838315,1101480,1339376,628717,344117,133575,132516,162205,125211,212893,629092,1998557,4013116,1249835,3299664,2791526,2834437,953613,1475518,1215462,5597379,1851985,2134773,4048476,7763564,1963960,752500,911394,2359243,173845,124170
UPLINK: CDN - McCosh Health Center,,,tx,63088316,7437237,4798011,112306,165224,141515,126208,100815,79009,57152,79102,96484,99335,67787,86752,130343,246879,1169692,263743,212512,102636,8745721,10913430,1938414,1929045,84731,223685,79210,62920,57734,722226
UPLINK: CDN - Wallace Hall,,,tx,43827680,70808223,43736494,11532625,17274613,2752680,2060317,2450191,1187337,1267152,2398394,1557203,1858012,2571392,4069869,2565582,3725460,2336570,2012123,52671990,67604792,33080032,16098400,28826271,79756141,15325793,8375068,1348711,1390019,960481,2036902
UPLINK: CDN - Scully Hall,,,tx,7917582,3230262,2182811,1222743,639949,1530738,318944,329740,745423,1183445,1369603,3503819,4535220,1946566,2857427,5438705,5917279,7139570,2897543,4713732,10731892,8860711,10896147,12610185,9442190,11709756,6443986,7741885,1684012,9611956,5118186
UPLINK: CDN - Patton Hall / Bagley Wright,,,tx,3176918,3378992,1588866,1712900,1328043,1114982,422193,220967,251248,300013,481226,1635154,1006178,663852,1163094,2022041,1880191,1641743,1750732,1288086,3080839,2525901,4955455,5068504,6154465,4531181,2500311,2030112,994123,1548617,747121
UPLINK: CDN - Princeton Stadium,,,tx,50337104,50305005,50594136,50495431,50656373,50546636,50661547,50562937,50808574,50875733,51019258,51063045,51136480,51029908,51103718,51234936,51122157,51172419,51108404,51113206,51159148,51162600,50589974,50536184,50521776,50680574,50664708,50704116,50755372,50712232,50523401
UPLINK: CDN - Cuyler Hall,,,tx,899070,748379,7148439,692340,577644,621165,1092429,294964,227299,253560,397090,602319,1085094,2230703,1380753,1515296,746927,1100608,1317853,1224399,1617442,1578246,3195241,1206069,1612289,2692064,1295070,644165,622068,328152,316976
UPLINK: CDN - Lewis Thomas Laboratory,,,tx,3948203,688860,2822948,10192343,7544107,631149,627471,722841,602854,2203870,525640,878010,790158,892630,875685,837155,1065643,1023771,2157368,10385832,12698917,2377957,16064771,25830285,33600604,10537962,564277,1940436,558457,593297,686366
UPLINK: CDN - Bloomberg Hall,,,tx,13467814,11924822,11096739,9825224,8288810,7819880,7235969,8964131,7227779,7294453,29774702,18817934,15594264,12715107,14110524,18097697,16927296,15552303,16828484,22197125,24074666,21231657,16393885,18518165,21118050,19033776,15502805,10730681,14531869,13115381,8703148
UPLINK: CDN - Bowen Hall,,,tx,9593478,241047,45590,5790701,96823,43604,44119,73561,86749,31408,32274,64340,41682,57058,56189,140487,77168,3283525,185962,9204803,34904629,2699565,2617022,12580142,4342943,903053,35611,59360,37584,33151,68731
UPLINK: CDN - Little Hall,,,tx,5165484,2822579,1705937,903943,1500169,1403878,1174280,584023,559189,1266699,1422006,996062,1107886,1458920,3307590,3832511,4782624,4458571,3706928,5171907,5354108,4064252,6338970,7533313,7443237,4733645,3160926,1374037,946537,721861,561295
UPLINK: CDN - Fisher Hall,,,tx,991675,1589000,977497,739042,2872418,3899865,664624,817450,451197,251039,315914,225577,235975,288848,266518,267048,380224,771790,1774876,564975,1716031,4132688,766807,493597,50129125,2256266,748854,1126068,4214835,1047474,432126
UPLINK: CDN - McCormick Hall,,,tx,27613948,28897183,26615752,28745015,38285575,31311086,22873663,22836107,22662027,33003119,22844573,23260427,23967312,22795821,24814805,23918759,23975775,25396664,32689412,23499447,25770204,30595421,43129423,59669477,35253486,22760133,22580946,22846963,22084610,22667946,23582021
UPLINK: CDN - Old Grad College,,,tx,3874515,3291332,2668061,2265494,1171730,654958,541420,3092684,3787320,5227732,10344789,4870640,5633886,7501590,7222330,10922984,8603628,9275778,4840027,5510576,8156801,8018094,11017580,15389069,8714671,6964445,2786023,1028912,911231,1035237,739293
UPLINK: CDN - New Grad College,,,tx,11295513,8153842,4896993,2026135,2784332,862770,680146,2146989,2392738,2501453,8328276,7010211,4282899,4318312,5176323,3866230,3841452,7147946,5447393,8089537,13475631,18203466,8689210,9121076,11346159,8320329,3426031,1244014,1205376,849192,913426
UPLINK: CDN VOIP - Forbes College,,,tx,4602844,3984145,3091622,3749133,2811178,1232416,608424,551718,584623,1662262,2418769,3514905,3986323,3174144,4332219,8033465,28917605,4171013,7416935,8811204,10691654,9618140,9195424,20835212,23749618,23190633,26149504,10891166,4869335,4218050,4794245
UPLINK: CDN - von Neumann Hall,,,tx,209117,195735,643780,264095,194074,232440,289179,5168796,237276,3559813,227331,387097,756102,21609045,13039473,20591719,21702910,24603252,22584777,19371919,12725815,19698673,19124319,18551739,50198427,1165763,690939,746889,668481,677889,785451
UPLINK: CDN - Witherspoon Hall,,,tx,2065292,3192446,883078,422837,261705,193117,172288,178499,416990,299220,479498,774365,770235,1582219,1599328,1687641,2922662,1683107,1915188,2912321,2642504,6125421,3555093,9376114,6085387,1958332,691129,444344,445399,381511,795008
UPLINK: CDN - East Pyne,,,tx,620149,514664,1167629,579230,627003,1029810,1176331,10626501,377230,363473,409411,440923,900867,6518710,2929524,1970209,4794714,4839591,2113435,5242472,1231624,1307240,5408160,1665932,585589,8633920,988821,1037377,944858,916312,753062
UPLINK: CDN - Henry Hall,,,tx,556836,721723,450631,313929,261974,261139,222438,151228,113116,151681,350987,264318,369698,384984,578491,939070,1153549,2391856,750130,1692672,3333793,3705573,4560903,2575033,1890076,1267275,2662745,971828,467045,296316,230950
UPLINK: CDN - Fine Hall,,,tx,18334342,9219063,10312151,8307278,8829411,8833468,9035735,8928143,11563795,8826395,11919275,27747496,34157190,14246724,13381763,16041497,13974771,14337166,17920164,18785752,22725873,13820747,13863238,11069180,10342087,8663697,8285686,9651909,9799951,13703323,10641168
UPLINK: CDN VOIP - Lawrence Apts,,,tx,12288520,13264237,14117889,9317534,10198931,5939602,11163493,9929288,12350439,16555494,15980570,26303094,25770190,26243815,27050967,33035777,40579010,24193144,29426397,43497289,28686285,29942533,25945561,19579175,27738208,17306956,14467253,6078365,5306203,5416141,5724993
UPLINK: CDN - Carl Icahn Lab,,,tx,32390404,33174815,24417662,33309268,15019319,14690931,15245514,14699379,13493380,13746932,14171527,14964060,14610051,15798959,27982114,30864106,32735656,25329656,21600937,98193378,125703750,110611891,97341781,22568389,27988880,26583432,16313322,17238397,18818662,17391806,14141131
UPLINK: CDN - EQuad B-Wing,,,tx,29701414,19921667,36146143,19334948,25235937,11792160,11112585,17939560,11922779,13611256,13972390,17118712,17604975,19301385,40905268,56306710,52055559,19309732,59245921,74374819,59835257,31338034,50284132,43122247,24948225,63526832,103414903,104747221,99166795,36138448,20597590
UPLINK: CDN - Jadwin Gym,,,tx,1830464,88863501,99489217,99078917,98941034,98802774,98688140,98839087,22369627,436419,1598828,1132299,1359041,782044,782273,1507006,4842926,3934696,3981704,10339942,12744279,7402081,6166823,5900145,5718093,8559178,4136507,3806391,3729165,3238841,4211414
UPLINK: CDN - Class of 1901 Hall,,,tx,1708958,831077,521308,495724,2504643,261581,284880,233648,279884,239514,515207,819627,1026048,894482,1441693,1284118,2310737,2656691,3104276,4037318,4334689,4250606,3612708,6223596,2922605,3448187,2381044,1038481,590086,703315,367403
UPLINK: CDN - Class of 1903 Hall,,,tx,2420962,725724,663798,360111,245558,136822,257888,350759,408974,759128,1070969,1061443,1182031,992182,1704225,3569776,1443479,1625350,1523016,2025281,4095805,4094452,2121445,5683051,4101619,2135012,1494025,618985,318721,226920,171521
UPLINK: CDN - Robertson Hall,,,tx,30304641,19495705,18645120,20520828,18192104,14674771,14204523,14019271,13987715,13984342,14052399,14135424,14164447,15319677,14219423,14309710,19412521,22455011,14343189,28900276,22269733,18442606,14330021,26098559,14293273,14263104,14146455,14113761,14592518,14021439,14091812
UPLINK: CDN - Fisher Hall,,,tx,23807624,22199744,552186,623342,568810,695298,552711,572007,873215,8748660,5202852,834872,984259,1720830,1321064,1910277,1196475,5934471,3264997,11661177,28135881,1331387,4712759,1298287,1038384,8174030,13210593,553762,17489342,804136,605842
UPLINK: CDN - Wilcox Hall,,,tx,1404103,1197697,328760,270832,180205,191690,186499,225648,227981,832372,1166594,1745133,2778732,5059019,3919025,1815193,3831691,3976123,4201096,6915458,11088715,2128966,3167111,3057450,3161376,6761325,992613,663922,300738,469591,219691
UPLINK: CDN - Holder Hall,,,tx,6000109,4533866,2694805,1921185,1431633,5340059,2028285,10438946,8285703,7333775,8383792,8990546,3791732,8493461,10327098,13408577,13990302,15467094,11808529,6132733,7300315,8789533,10509147,8739702,7798005,4083675,3349646,2176310,2085679,2737989,2622780
UPLINK: CDN - Forbes College Addition,,,tx,2929380,3946431,3649855,1602328,1035416,267985,156196,170425,189077,290474,1032623,568479,1276851,897673,1380989,2359885,2078894,1691377,2132634,2243035,4516231,3673189,3741252,4448898,4523636,2328515,1738849,1102229,1141538,276487,300639
UPLINK: CDN - Friend Center,,,tx,418145,334760,286316,254614,280612,255183,255258,430409,330828,260279,485606,3396125,2168884,2035220,2848910,6766119,2893411,1704376,1511730,7912041,896980,710935,935506,2197402,1372651,2683025,993989,378556,326270,322363,266245
UPLINK: CDN - Woolworth Music Center,,,tx,162192,153584,132815,153494,153460,723017,135072,132041,385400,114664,138309,203282,4967386,3695263,491171,167132,212989,232847,172072,528914,7366290,3690644,388109,308024,164936,132708,135975,334820,861702,113756,110643
UPLINK: CDN - Frist Campus Center,,,tx,547585,1376252,377214,389641,395216,371173,405316,644312,1222739,419150,827889,555878,1262116,1043912,4423197,8089328,8963198,2375430,1721238,2532783,6234918,5272161,9361233,1839932,1964760,4347748,31675437,3656033,349487,330344,406888
UPLINK: CDN - Frist Campus Center,,,tx,6894182,237298,243570,245001,251384,241486,248644,256410,251353,238666,540451,572908,1627507,1566214,5881664,16251797,6125772,3415084,4472033,10330726,27239726,33823041,18495765,5342259,4948978,2973957,298733,478012,246605,249594,296596
UPLINK: CDN - Whitman College,,,tx,27913789,12588372,12486439,17784600,3930559,2423013,2036287,2082884,2890600,3846151,6047344,4906554,7091593,13767099,12808103,16589855,17459806,20004267,45545253,31790040,40479304,26827745,27493608,32003648,25649741,22635447,34801408,38320440,39849572,18539326,26056536
UPLINK: CDN - West College,,,tx,20271988,5803786,4307955,4057089,22150326,32793540,262320,195276,163294,150905,175491,200232,214773,228611,234652,1835716,205966,247709,4964423,195127,3691746,5515080,7644414,41509430,171997,162394,155704,176756,169754,165968,7699462
UPLINK: CDN - Sherrerd Hall,,,tx,2645580,18820267,738490,600343,584561,694299,19052407,25163220,723400,726116,699015,978029,11597488,2156892,4589104,3777851,2797392,6680145,3447047,2203744,3203687,3148333,2962242,27170332,7429695,849600,779429,635052,665190,1505624,619336
UPLINK: CDN - Butler College,,,tx,3880335,2282030,2740841,2364190,759408,665916,553944,2460286,2303419,940658,2047981,4023133,1783137,4866078,4983047,6763588,7243661,8243073,10925824,19723749,14955712,15924493,11238359,15872421,16545476,7003711,4265386,2231491,2140204,1115849,1115523
UPLINK: CDN - Lewis Library,,,tx,44347367,29138018,17499630,25656900,21412726,21525273,11800778,10363956,14408821,13914935,11697095,12187399,13097828,13412782,12811452,15268218,14837277,14309985,119978338,16585782,47827647,45925182,54013174,36797293,27092358,23379529,20241339,39550244,20454576,11123872,12514249
UPLINK: CDN - Aaron Burr Hall,,,tx,4455640,16310093,921695,59471,71656,58050,68514,43485,32862,38611,39734,44706,110904,139082,170307,144526,120033,445137,107273,168443,677067,240592,174978,55374,114160,31991,33059,41549,36092,42844,57808
UPLINK: CDN - Frick Chemistory Lab,,,tx,19875826,18773260,28327650,25817937,16873064,14501145,13468678,12031319,13175273,13409692,9345200,8446806,7314208,5163922,5038436,11343475,7448759,7317544,7019561,8747799,27419743,9345305,11138812,9481333,9623455,18718115,13698597,6178249,6050751,5626634,6646535
UPLINK: CDN - Jadwin Hall,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Firestone Library,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - PNI/PSH core-87 Chan-29,,,tx,4090098,472100,461260,461568,462992,474003,461169,473780,467606,461020,484461,482810,465839,525865,483718,477540,493244,492281,522292,3870518,5425631,469655,471029,478629,455563,471829,459829,458800,468117,490321,534846
UPLINK: CDN - Colonial Club,,,tx,72762,76932,61445,420834,369066,103455,60208,65875,66811,75968,109335,193905,160546,78580,133495,200861,323755,318400,415938,437502,558529,677136,1399493,479862,445023,285751,461883,183381,82736,36216,35059
UPLINK: CDN - Tiger Inn,,,tx,13317,21529,8122,7633,7778,8462,8101,7835,9955,24332,8196,8724,30431,26667,29936,29063,42238,22496,78495,39119,53256,46540,63182,43823,57254,28374,27457,8448,8878,8491,11132
UPLINK: CDN - Tower Club,,,tx,187905,26721,22077,19005,18579,16319,16299,16315,18949,18537,25992,62791,54504,74881,75716,134252,150656,225747,292922,578295,988883,407373,1131385,3541319,374922,303883,203616,125558,92729,74319,96291
UPLINK: CDN - Terrace Club,,,tx,232957,216159,198043,144728,162172,207629,214046,264598,303627,271858,209139,316460,339306,355804,310455,352903,444278,496630,959249,1010401,581853,388201,278860,193864,219686,349738,360584,281365,246951,235272,218271
UPLINK: CDN - Quadrangle Club,,,tx,288154,67488,176359,45039,44394,32800,42889,266382,239419,14914,23606,45335,59600,75849,162165,256909,260061,189705,338855,451505,812503,1159372,1372764,560566,197087,92779,57402,62100,81565,69272,19177
UPLINK: CDN - Cottage Club,,,tx,3911,3636,3759,3386,3468,4226,3694,3535,3748,3371,3784,4189,3948,28111,3656,3441,4353,3450,5472,3855,4186,3535,4155,13660,4320,3849,4097,3764,4034,4841,4271
UPLINK: CDN - Prospect House,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - DeNunzio Pool,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Maclean House,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Charter Club,,,tx,93248,45418,36384,29249,24462,25507,25655,28423,28119,55150,41644,62949,70627,149765,1856854,639457,711467,774917,393932,367246,491447,595923,531945,533633,233012,182872,214756,104668,74561,95227,54413
UPLINK: CDN - Bobst Hall,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Henry House,,,tx,1716590,1408249,1254465,264347,358908,305001,1480269,1620605,985361,374151,266721,907204,1310442,532289,675190,484522,1597783,1237659,410371,458209,288247,775353,705282,1026046,1471953,1018866,700258,710780,944589,465477,675230
UPLINK: CDN - Cloister Club,,,tx,3907,4420,4083,3884,3287,5139,3722,3762,3846,4040,4837,6229,4105,4680,4648,5279,4539,88121,10606,63251,22707,106915,185705,181798,344958,152923,62034,7038,36997,16973,4937
UPLINK: CDN - Ivy Club,,,tx,93572,176224,71256,10174,57090,63559,29680,5512,6170,5988,16676,22782,20361,8834,9557,250068,336210,24096,40326,30513,26928,37617,42058,160757,261356,915344,212774,74042,303091,45632,75467
UPLINK: CDN - Cap and Gown Club,,,tx,22403,51329,18389,11716,8834,8196,8066,9355,8740,7156,8365,12094,14854,8335,36880,31216,48869,181631,191555,162847,268931,695723,327555,51278,54923,52264,54955,13536,9059,8652,24268
UPLINK: CDN - Eno Hall,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Class of 1879 Hall,,,tx,8900271,3086152,180052,180165,187949,177272,313866,8649364,168925,469606,304719,445517,607918,385840,288748,392194,554741,734048,354304,9784405,1568073,283452,219721,190068,329533,170131,167311,173191,184128,171686,13764396
UPLINK: CDN - 4 Mercer Street,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Hoyt Laboratory,,,tx,13950594,710706,125531,141649,133926,130294,134942,142299,118493,214233,207409,341141,208759,365282,177149,205208,220403,389748,485142,3527762,369879,1291667,1433504,336003,142708,1515567,33113555,131846,117179,164828,113620
UPLINK: CDN - Nassau Hall,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Stanhope Hall,,,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPLINK: CDN - Clio Hall,,,tx,144415,9546314,19008232,44114,53567,41930,42849,258090,28409,27579,28161,33194,28450,28936,43263,40647,41338,58867,30037,33369,10962513,30185,37007,51942,259525,17170441,28433,32146,29626,30403,775147
UPLINK: CDN - Dodge Hall,,,tx,46041,19295,13094,10727,13633,11487,11878,10547,11374,19315,14903,12512,18904,11289,13609,11870,153962,50495,29516,56898,143242,100912,333805,395752,133705,12213,11252,8771,11440,9989,12370
UPLINK: CDN - Architectural Labo,,,tx,3624,4044,1992,3016,1903,3273,1978,3743,1983,3302,2119,2358,3616,2038,4194,2004,4245,2172,4571,2306,5040,2052,2662,2177,4487,1929,3807,1926,3406,3803,2216
UPLINK: CDN - Peyton Hall,,,tx,28638719,27797254,29330062,29067851,29366110,30200076,29972074,30481448,30410290,32444420,30523956,29960808,31982175,32062883,32938248,33991039,34430928,39113791,33294430,32549926,28527176,28690877,27793109,28259104,23207061,28333870,26502335,25402141,26151196,27365809,27145746
UPLINK: CDN - Brown Hall,,,tx,3361700,1679807,975554,1520795,518485,330245,182128,265285,305296,347555,720927,770243,3062700,2405587,1624676,2079789,4111429,2798065,1357035,1657502,1904815,4008564,2176433,2629585,2720638,1742333,1522193,1031261,746874,942000,761618
UPLINK: CDN - Walker Hall,,,tx,413901,490134,1666503,879738,141671,185435,110989,102662,98049,337094,278245,234068,305673,452450,631425,631761,1617356,798623,1084893,1060735,1242824,1232527,1028494,2622091,2977799,1264584,532044,210307,113793,135850,117391
UPLINK: CDN - Center for Jewish,,,tx,33706089,14491,19543,17902,13628,12006,22435,36637,15868,19934,30104,39468,33555,31588,34252,38929,18360,16115,16224,33745909,25924,51338,88693,22841,20175,12406,14355,20283,15629,12702,18929
UPLINK: CDN - Lockhart Hall,,,tx,837671,623163,441027,347830,299326,238118,197580,172547,268712,477827,1108388,539921,821449,970620,1470934,1003194,1335772,1153685,920086,673662,833339,1126875,1755143,1161226,1033090,824994,647331,392707,354556,310853,204551
UPLINK: CDN - Feinberg Hall,,,tx,383798,218939,136720,46797,58722,37988,35689,31406,31389,70296,62147,241395,148581,192301,649736,875554,1183527,307931,366204,262981,323426,360622,394777,928017,264145,431699,290080,152659,106238,58976,86221
UPLINK: CDN - 1927/Clapp Hall,,,tx,574416,268002,143529,138277,98765,78102,76492,51300,50004,64616,173938,154005,318609,437931,831708,764972,926939,776000,411716,512130,909904,1713650,1293280,2023783,1435551,893225,707531,398698,304611,323387,123773
UPLINK: CDN - Class of 1915 Hall,,,tx,2715454,2529174,2352660,187657,147096,77015,41980,54150,67541,2040189,573517,467193,498322,444558,538666,1514476,1138203,2136840,847144,681852,1112222,1071672,786682,1346645,1267118,773384,539277,216384,214939,336494,71979
UPLINK: CDN - Wu Hall,,,tx,8133816,51236,75079,17712,21321,17876,21969,12421,9252,11875,28101,139533,284642,297566,285602,182563,143526,251942,10255106,9379462,534313,343199,357084,207272,340419,124009,100453,46930,42736,12751,19054
UPLINK: CDN - Dod Hall,,,tx,4015497,1801793,1458428,1189618,568812,559910,152321,156617,225684,295667,463966,757166,1238560,2935726,2365943,2486714,2928064,2637416,2221106,12210428,11381439,4308584,3931166,5020167,6665117,6047301,3508924,903620,677711,392734,310934
UPLINK: CDN - Alexander Hall,,,tx,6904560,54677,56738,56025,58329,54323,56450,82782,48303,47642,55216,48984,48982,49539,49493,53136,50108,57276,49394,203079,144703,48231,48302,49360,50148,57242,52400,47598,48659,46858,50815
UPLINK: CDN - Bendheim Ctr for F,,,tx,2696361,2383636,452968,358681,278184,263899,276561,321632,230662,417404,621224,488627,459444,493239,903254,632946,1219180,6949411,775998,11892612,487107,4259924,862272,615525,390708,385724,582979,300516,257722,241135,236257
UPLINK: CDN - Foulke Hall,,,tx,547254,471309,312561,292304,164510,144312,145124,168648,160198,1619338,8358815,3474924,406866,434565,426509,1320581,1089125,1144506,741953,1618847,1524268,4381957,2202418,2436358,1683633,1274492,1640018,696339,237672,174895,213899
UPLINK: CDN - Gauss Hall,,,tx,110469,141680,497740,50651,65288,54152,44101,44958,45017,84410,160254,95157,669646,1213551,458520,417869,893119,437114,506455,526312,731447,612023,726026,828495,1194724,475278,256669,213476,80782,87630,158797
UPLINK: CDN - Class of 1938 Hall,,,tx,841253,1923994,496946,419021,293896,281646,278766,221557,242614,263458,386538,635099,280848,621183,722714,720131,873661,2655416,2320472,1404039,2208258,1927537,1838529,2027554,1676144,981326,729599,536044,335381,261510,172202
UPLINK: CDN - Dodge-Osborne Hall,,,tx,1317412,551982,2831510,2682473,1883565,188013,73355,96864,81737,146136,183888,261654,364033,351976,737600,748130,1099776,1342986,1502143,960679,1062558,2725627,1916913,1562984,1455458,1117931,924564,607151,317467,273049,299996
UPLINK: CDN - Class of 1937,,,tx,1082771,1374146,476886,251933,150769,125587,201040,82866,225847,540452,1555987,411481,1397295,2083122,1047798,1723609,1978033,2708993,2230635,2783558,7622549,6138914,4699969,4669837,3663450,2678152,2498482,1183745,1318877,195017,111073
UPLINK: CDN - Jones Hall,,,tx,140153,317548,135671,124259,130974,120045,133737,185620,111247,129661,136736,138479,169697,139742,197484,199554,198995,3839046,201523,395136,423042,1022420,390079,272844,296758,170640,142105,148217,114918,112532,120599
UPLINK: CDN - Campus Club,,,tx,14895,6849,10388,7958,7545,6900,13133,7435,8240,6191,15958,24747,52912,10873,421083,1015925,880604,524660,122140,146348,202930,1492819,203554,100590,15873,7087,9229,7278,24953,12701,14111
